Time,Signal strength (dBm)
69.222985,-29 dBm
69.529753,-32 dBm
69.837721,-29 dBm
70.14401,-32 dBm
70.451499,-33 dBm
70.759312,-32 dBm
71.066412,-30 dBm
71.373051,-38 dBm
71.679882,-41 dBm
71.987651,-43 dBm
72.294969,-46 dBm
72.909123,-43 dBm
73.216849,-44 dBm
73.524059,-45 dBm
73.830726,-50 dBm
74.138459,-50 dBm
74.445243,-47 dBm
74.75287,-45 dBm
75.061169,-45 dBm
75.366705,-48 dBm
75.673766,-40 dBm
75.984804,-37 dBm
76.288832,-33 dBm
76.596022,-30 dBm
76.902624,-31 dBm
77.209911,-31 dBm
77.517242,-31 dBm
77.824318,-31 dBm
78.131182,-31 dBm
78.438654,-31 dBm
78.746396,-33 dBm
79.053094,-31 dBm
79.360251,-31 dBm
79.667964,-30 dBm
79.974775,-31 dBm
80.589689,-32 dBm
80.896261,-30 dBm
81.204693,-32 dBm
81.510747,-40 dBm
81.818351,-42 dBm
82.125552,-48 dBm
82.432088,-46 dBm
82.739848,-43 dBm
83.047159,-44 dBm
83.353689,-47 dBm
83.661509,-48 dBm
84.275415,-46 dBm
84.889877,-44 dBm
85.197189,-48 dBm
85.504172,-44 dBm
85.811387,-38 dBm
86.119105,-40 dBm
86.42562,-36 dBm
86.733473,-31 dBm
87.040212,-31 dBm
87.347463,-31 dBm
87.655045,-31 dBm
87.961694,0 dBm
88.269359,-33 dBm
88.884819,-32 dBm
89.190555,-31 dBm
89.497724,-33 dBm
89.805413,-31 dBm
90.112195,-31 dBm
90.419258,-30 dBm
90.726454,-31 dBm
91.340915,-35 dBm
91.657151,-46 dBm
91.955246,-46 dBm
92.569693,-45 dBm
92.877044,-44 dBm
93.184258,-42 dBm
93.491206,-43 dBm
93.798972,-44 dBm
94.106182,-46 dBm
94.412797,-46 dBm
94.720564,-47 dBm
95.027147,-46 dBm
95.334442,-45 dBm
95.948672,-38 dBm
96.256172,-38 dBm
96.56607,-39 dBm
96.870519,-32 dBm
97.181047,-31 dBm
97.484756,-31 dBm
97.792034,-30 dBm
98.099317,-30 dBm
98.40623,-31 dBm
98.713573,-31 dBm
99.020558,-31 dBm
99.328042,-30 dBm
99.635446,-33 dBm
99.942805,-32 dBm
100.864101,-31 dBm
101.478465,-37 dBm
101.785684,-40 dBm
102.092781,-44 dBm
102.399844,-47 dBm
103.014506,-48 dBm
103.628869,-45 dBm
103.935861,-46 dBm
104.243614,-47 dBm
104.549733,-48 dBm
104.857613,-44 dBm
105.164597,-45 dBm
105.471816,-46 dBm
105.779582,-37 dBm
106.086284,-40 dBm
106.393613,-38 dBm
106.700715,-35 dBm
107.00785,-31 dBm
107.31554,-31 dBm
107.622421,-32 dBm
107.929824,-33 dBm
108.237147,-31 dBm
108.543777,-31 dBm
108.850962,-30 dBm
109.158289,-32 dBm
109.465571,-31 dBm
109.773101,-31 dBm
110.079827,-31 dBm
110.387062,-32 dBm
110.694421,-30 dBm
111.001213,0 dBm
111.308567,-32 dBm
111.615768,-31 dBm
111.923386,-33 dBm
112.230189,-30 dBm
112.537432,-37 dBm
112.8447,-42 dBm
113.151914,-40 dBm
113.459147,-52 dBm
113.766576,-47 dBm
114.073336,-45 dBm
114.380687,-47 dBm
114.6879,-46 dBm
114.994886,-47 dBm
115.30264,-45 dBm
115.60924,-45 dBm
115.91699,-43 dBm
116.224172,-49 dBm
116.530883,-41 dBm
116.838205,-38 dBm
117.145417,-35 dBm
117.452882,-31 dBm
118.07036,-31 dBm
118.374721,-33 dBm
118.988489,-31 dBm
119.29619,-31 dBm
119.602817,-30 dBm
119.910082,-31 dBm
120.217429,-30 dBm
120.524385,-29 dBm
120.831686,-29 dBm
121.138772,-33 dBm
121.44653,-32 dBm
122.060487,-31 dBm
122.367103,-34 dBm
122.6747,-34 dBm
122.982523,-41 dBm
123.289238,-50 dBm
123.595914,-46 dBm
123.903789,-45 dBm
124.210427,-47 dBm
124.518009,-46 dBm
124.825225,-46 dBm
125.132804,-44 dBm
125.746237,-49 dBm
126.975768,-38 dBm
127.283268,-32 dBm
127.589953,-31 dBm
127.897549,-28 dBm
128.204342,-28 dBm
128.511999,-29 dBm
128.818806,-29 dBm
129.125822,-29 dBm
129.433697,-29 dBm
129.740053,-31 dBm
130.047344,-31 dBm
130.355107,-32 dBm
130.661907,-30 dBm
130.968932,-32 dBm
131.275634,-30 dBm
131.583435,-32 dBm
131.890166,-33 dBm
132.198067,-34 dBm
132.505342,-37 dBm
132.812062,-51 dBm
133.119528,-46 dBm
133.733975,-47 dBm
134.348277,-46 dBm
134.65543,-44 dBm
134.963162,-42 dBm
135.26998,-50 dBm
135.577006,-40 dBm
136.19127,-36 dBm
136.49878,-37 dBm
136.806631,-29 dBm
137.112965,-30 dBm
137.420384,-30 dBm
137.727532,-32 dBm
138.035104,-31 dBm
138.341914,-31 dBm
138.648869,-29 dBm
138.956685,-29 dBm
139.263405,-29 dBm
139.571068,-30 dBm
139.878744,-30 dBm
140.184805,-33 dBm
140.492304,-31 dBm
140.799286,-30 dBm
141.106473,-31 dBm
141.414179,-30 dBm
141.720951,0 dBm
142.028168,-40 dBm
142.335408,-45 dBm
142.950198,-43 dBm
143.564152,-44 dBm
143.871418,-48 dBm
144.178447,-50 dBm
144.486086,-46 dBm
144.792533,-42 dBm
145.100587,-48 dBm
145.407281,-49 dBm
145.714437,-40 dBm
146.021824,-37 dBm
146.328852,-38 dBm
146.63602,-34 dBm
146.943747,-31 dBm
147.250291,-32 dBm
147.557692,-33 dBm
147.864995,-32 dBm
148.171992,-34 dBm
148.479744,-31 dBm
148.786424,0 dBm
149.094142,-32 dBm
149.400958,0 dBm
149.708028,-32 dBm
150.015738,-31 dBm
150.322551,-31 dBm
150.629512,-31 dBm
150.936695,-30 dBm
151.243938,-30 dBm
151.551673,-31 dBm
151.858489,-38 dBm
152.165568,-38 dBm
152.473146,-48 dBm
152.779887,-45 dBm
153.087668,-43 dBm
153.39445,-45 dBm
153.701517,-45 dBm
154.008829,-47 dBm
154.316086,-51 dBm
154.623639,-51 dBm
154.930304,-46 dBm
155.237467,-46 dBm
155.544771,-48 dBm
155.85191,-41 dBm
156.159094,-36 dBm
156.466712,-37 dBm
156.773424,-38 dBm
157.080773,0 dBm
157.388051,-33 dBm
157.695075,-32 dBm
158.002505,-32 dBm
158.309658,-31 dBm
158.617173,-33 dBm
158.924221,-31 dBm
159.538793,-31 dBm
160.152861,-32 dBm
160.460269,-31 dBm
160.766898,-31 dBm
161.074124,-29 dBm
161.381574,-31 dBm
161.995211,-30 dBm
162.303681,-36 dBm
162.610366,-38 dBm
162.917683,-40 dBm
163.224474,-44 dBm
163.532318,-44 dBm
163.839034,-42 dBm
164.146731,-45 dBm
164.45387,-45 dBm
165.068206,-52 dBm
165.375084,-49 dBm
165.682691,-48 dBm
165.989317,-45 dBm
166.296871,-50 dBm
166.604255,-43 dBm
166.911466,-37 dBm
167.218017,-38 dBm
167.52537,-36 dBm
167.832516,-31 dBm
168.139314,-30 dBm
168.447434,-30 dBm
169.061851,-30 dBm
169.368632,-32 dBm
169.676213,-30 dBm
169.98543,-30 dBm
170.290237,-30 dBm
170.59731,-30 dBm
170.904609,-30 dBm
171.211854,-31 dBm
171.519285,-30 dBm
171.825943,-31 dBm
172.133422,-30 dBm
172.442827,0 dBm
172.747653,-41 dBm
173.055014,-47 dBm
173.36202,-49 dBm
173.66944,-48 dBm
173.976504,-46 dBm
174.283608,-48 dBm
174.590984,-48 dBm
174.898036,-51 dBm
175.205742,-50 dBm
175.512926,-47 dBm
175.819596,-51 dBm
176.127326,-47 dBm
176.741214,-40 dBm
177.048446,-36 dBm
177.355525,-37 dBm
177.665801,-37 dBm
177.969626,-32 dBm
178.27721,-31 dBm
178.58489,-31 dBm
178.89161,-31 dBm
179.198823,-31 dBm
179.506131,-30 dBm
179.813134,-30 dBm
180.120401,0 dBm
180.427668,-33 dBm
180.734719,-32 dBm
181.042102,-31 dBm
181.3491,-33 dBm
181.656829,-29 dBm
181.963593,-29 dBm
182.270592,-33 dBm
182.578427,-39 dBm
182.885124,-39 dBm
183.192361,-45 dBm
183.499674,-42 dBm
183.806657,-42 dBm
184.114383,-47 dBm
184.421148,-46 dBm
185.035612,-47 dBm
185.34268,-46 dBm
185.650278,-47 dBm
185.957006,-48 dBm
186.264204,-42 dBm
186.570961,-40 dBm
186.878612,-40 dBm
187.186348,-35 dBm
187.492663,-32 dBm
188.107632,-29 dBm
188.414572,-30 dBm
188.722231,-29 dBm
189.029078,-30 dBm
189.336212,-32 dBm
189.643455,-32 dBm
189.950723,-31 dBm
190.2596,-32 dBm
190.564679,-33 dBm
190.872455,-32 dBm
191.179425,-30 dBm
191.486725,-31 dBm
191.794287,-32 dBm
192.10124,-32 dBm
192.715482,-42 dBm
193.022693,-46 dBm
193.329708,-43 dBm
193.63703,-41 dBm
193.944287,-41 dBm
194.251447,-43 dBm
194.559083,-48 dBm
194.865614,-52 dBm
195.173329,-44 dBm
195.480065,0 dBm
195.787139,-39 dBm
196.095031,-36 dBm
196.401726,-36 dBm
196.709119,-32 dBm
197.016236,-32 dBm
197.323361,-32 dBm
197.630974,-32 dBm
197.937678,-31 dBm
198.245048,-30 dBm
198.552141,-33 dBm
198.859134,-31 dBm
199.166967,-31 dBm
199.473583,-32 dBm
199.781358,-30 dBm
